Station,Address,County,Phone,Mon-Fri,Mon-FI,Tuesday,Wednesday,Thursday,Sat,Sun,Latitude,Longitude,StationID
Kilkelly,Kilkelly,Co. Mayo,(090) 9367002,10:00-12:00,,,,,10:00-12:00,Closed,53.873356,-8.843456,6103D
Killala,Chapel Lane,Co. Mayo,(096) 32111,10:00-13:00,,,,,10:00-13:00,Closed,54.214104,-9.220515,5971D
Kilmaine,Kilmaine,Co. Mayo,(093) 33372,14:30-15:30,,,,,14:30-15:30,Closed,53.582596,-9.123797,6071B
Kiltimagh,Gortgarve,Co. Mayo,(094) 9381222,10:00-12:00,,,,,10:00-12:00,Closed,53.846055,-9.005765,6101H
Knock,Airport Road,Co. Mayo,(094) 9388102,10:00-13:00,,,,,10:00-13:00,Closed,53.795363,-8.918831,6073K
Louisburgh,Long Street,Co. Mayo,(098) 66055,10:00-13:00,,,,,10:00-13:00,10:00-13:00,53.764608,-9.807597,6174C
Newport,Newport,Co. Mayo,(098) 41102,10:00-13:00,,,,,10:00-13:00,10:00-13:00,53.890184,-9.54662,6171K
Partry,Newtown,Co. Mayo,(094) 9543002,"10:00-12:00, 19:00-21:00",,,,,"10:00-12:00, 19:00-21:00",Closed,53.698681,-9.279587,5904H
Shrule,Shrule,Co. Mayo,(093) 31292,16:00-17:00,,,,,16:00-17:00,Closed,53.519846,-9.087625,6076C
Swinford,Chapel Street,Co. Mayo,(094) 9252990,24-Jul,,,,,24-Jul,24-Jul,53.940637,-8.952211,6100L
Westport,Fairgreen,Co. Mayo,(098) 50230,24-Jul,,,,,24-Jul,24-Jul,53.79907,-9.519437,6170M
Ashbourne,Frederick Street,Co. Meath,(01) 8010600,24-Jul,,,,,24-Jul,24-Jul,53.511375,-6.396999,2040M
Athboy,Lower Bridge Street,Co. Meath,(046) 9432201,Varies,,,,,Varies,,53.623639,-6.915872,2102D
Ballivor,Mullingar Road,Co. Meath,(046) 9546002,Varies,,,,,Varies,Varies,53.532703,-6.967157,2179B
Duleek,Main Street,Co. Meath,(041) 9823222,Varies,,,,,Varies,Varies,53.653865,-6.418061,2273L
Dunboyne,Dunboyne,Co. Meath,(01) 8252211,Varies,,,,,Varies,Varies,53.421092,-6.477153,2041K
Dunshaughlin,Main Street,Co. Meath,(01) 8258600,Varies,,,,,Varies,Varies,53.510761,-6.539311,2042G
Enfield,Main Street,Co. Meath,(046) 9541460,Varies,,,,,Varies,Varies,53.415111,-6.833864,2178D
Kells,Fair Green,Co. Meath,(046) 9280820,24-Jul,,,,,24-Jul,24-Jul,53.728408,-6.881215,2100H
Laytown,Beach Park,Co. Meath,(041) 9827074,Varies,,,,,Varies,Varies,53.689197,-6.244004,2006M
Longwood,Longwood,Co. Meath,(046) 9554570,Varies,,,,,Varies,Varies,53.454571,-6.926959,2175L
Navan,Abbey Road,Co. Meath,(046) 9079930,24-Jul,,,,,24-Jul,24-Jul,53.654517,-6.690418,2270E
Nobber,Main Street,Co. Meath,(046) 9052182,"10:00-13:00, 18:00-21:00",,,,,10:00-13:00,12:00-13:00,53.820954,-6.74664,2106G
Oldcastle,Church Street,Co. Meath,(049) 8541102,Varies,,,,,Varies,,53.769274,-7.161933,2104M
Slane,Main Street,Co. Meath,(041) 9824202,"10:00-13:00, 18:00-21:00",,,,,"10:00-13:00, 14:00-18:00",11:00-13:00,53.709681,-6.547504,2274H
Summerhill,Summerhill,Co. Meath,(046) 9557002,Varies,,,,,Varies,Varies,53.48196,-6.733438,2177F
Trim,Castle Street,Co. Meath,(046) 9481540,24-Jul,,,,,24-Jul,24-Jul,53.553114,-6.789303,2170K
Athleague,Athleague,Co. Roscommon,(090) 6663312,10:00-11:00,,,,,18:00-19:00,Closed,53.568697,-8.252367,5601D
Ballaghaderreen,New Street,Co. Roscommon,(094) 9860002,22:00-13:00,,,,,22:00-13:00,11:00-13:00,53.899932,-8.584588,5771A
Ballinlough,Ballinlough,Co. Roscommon,(094) 9640002,22:00-13:00,,,,,22:00-13:00,12:00-14:00,53.740774,-8.635822,5772L
Ballymahon,Ballymahon,Co. Longford,(090) 6432303,11:00-13:00,,,,,Varies,Varies,53.56131,-7.760849,2376M
Boyle,Military Road,Co. Roscommon,(071) 9664620,24-Jul,,,,,24-Jul,24-Jul,53.97337,-8.300395,5700B
Castlerea,Barrack Street,Co. Roscommon,(094) 9621630,24-Jul,,,,,24-Jul,24-Jul,53.766632,-8.484061,5770C
Clonark,Clonark,Co. Roscommon,(090) 6437102,10:00-12:00,,,,,14:00-16:00,14:00-16:00,53.368396,-8.034655,5677D
Drumlish,Drumlish,Co. Longford,(043) 3324102,20:00-22:00,,,,,"18:00-22:00, 1 Saturday per month","10:00-13:00, 2 Sundays per month",53.821699,-7.765943,2401E
Edgeworthstown,Granard Road,Co. Longford,(043) 6671002,10:00-13:00,,,,,10:00-13:00,12:00-13:00,53.695578,-7.60599,2472D
Elphin,Main Street,Co. Roscommon,(071) 9635002,Varies,,,,,Varies,Varies,53.84582,-8.192477,5703G
Frenchpark,Corskeagh,Co. Roscommon,(094) 9870002,"10:00-12:00, 20:00-22:00",,,,,Varies,10:00-12:00,53.869536,-8.407873,5704E
Granard,Barrack Street,Co. Longford,(043) 6687660,24-Jul,,,,,24-Jul,24-Jul,53.778552,-7.494222,2470H
Keadue,Keadue West,Co. Roscommon,(071) 9647202,Varies,,,,,Varies,Varies,54.050646,-8.137298,5705C
Keenagh,Kenagh,Co. Longford,(043) 3322102,"15:00-17:00, 2 days per week",,,,,Varies,Closed,53.621951,-7.815098,2402C
Lanesboro,Knock,Co. Longford,(043) 3321102,10:00-13:00,,,,,10:00-13:00,10:00-13:00,53.671004,-7.985285,2405H
Longford,Battery Road,Co. Longford,(043) 3350570,24-Jul,,,,,24-Jul,24-Jul,53.73251,-7.80138,2400G
Rooskey,Main Street,Co. Roscommon,(071) 9638002,10:00-13:00,,,,,14:00-17:00,11:00-13:00,53.832866,-7.922834,6306A
Roscommon,Abbey Street,Co. Roscommon,(090) 6638300,24-Jul,,,,,24-Jul,24-Jul,53.629842,-8.193576,5600F
Smear,Cleenrah,Co. Longford,(043) 6684102,10:00-13:00,,,,,Varies,Varies,53.860567,-7.601682,2473B
Strokestown,Elphin Street,Co. Roscommon,(071) 9633002,10:00-11:00,,,,,18:00-19:00,Closed,53.780762,-8.103817,5603M
Taughmaconnell,"Onagh, Taughmaconnell",Co. Roscommon,(090) 9683612,"10:00-11:00, 18:00-19:00",,,,,"10:00-11:00, 18:00-19:00",Closed,53.393162,-8.172962,5676F
Tulsk,Tulsk,Co. Roscommon,(071) 9639002,"10:00-11:00, 14:00-15:00, 20:00-21:00",,,,,"10:00-11:00, 14:00-15:00, 20:00-21:00","10:00-11:00,  20:00-21:00",53.777444,-8.251828,5706A
Ballinamore,Railway Road,Co. Leitrim,(071) 9644002,10:00-13:00,,,,,10:00-13:00,10:00-13:00,54.054599,-7.796969,6905A
Ballymote,O'Connell Street,Co. Sligo,(071) 9189500,24-Jul,,,,,24-Jul,24-Jul,54.087429,-8.515224,6270G
Carrick-on-Shannon,Shannon Lodge,Co. Leitrim,(071) 9650510,24-Jul,,,,,24-Jul,24-Jul,53.944337,-8.09015,6300B
Collooney,Boyle Road,Co. Sligo,(071) 9167122,10:00-13:00,,,,,10:00-13:00,10:00-13:00,54.185481,-8.487866,6201D
Coolaney,Coolaney,Co. Sligo,(071) 9167222,10:00-13:00,,,,,10:00-13:00,10:00-13:00,54.172371,-8.603388,6203M
Drumshanbo,Barrack Square,Co. Leitrim,(071) 9641002,10:00-13:00,,,,,10:00-13:00,12:00-13:00,54.046503,-8.039977,6303G
Enniscrone,Main Street,Co. Sligo,(096) 36103,10:00-13:00,,,,,10:00-13:00,10:00-13:00,54.213846,-9.088505,5976E
Grange,Grange,Co. Sligo,(071) 9163144,10:00-13:00,,,,,10:00-13:00,10:00-13:00,54.393368,-8.520745,6206E
Gurteen,Gurteen,Co. Sligo,(071) 9182002,10:00-13:00,,,,,10:00-13:00,10:00-13:00,53.992967,-8.515829,6272C
Kinlough,Barrack Street,Co. Leitrim,(071) 9841412,10:00-13:00,,,,,10:00-13:00,12:00-13:00,54.445777,-8.286956,6373H
Manorhamilton,Sligo Road,Co. Leitrim,(071) 9820620,24-Jul,,,,,24-Jul,24-Jul,54.304359,-8.178512,6370C
Mohill,Main Street Upper,Co. Leitrim,(071) 9631002,10:00-13:00,,,,,10:00-13:00,10:00-13:00,53.920831,-7.868075,6305C
Riverstown,Cooperhill,Co. Sligo,(071) 9165122,10:00-13:00,,,,,10:00-13:00,10:00-13:00,54.12957,-8.399996,6273A
Rosses Point,Ballyweelin,Co. Sligo,(071) 9177143,10:00-13:00,,,,,10:00-13:00,10:00-13:00,54.305369,-8.546543,6205G
Skreen,Leekfield,Co. Sligo,(071) 9166662,10:00-13:00,,,,,10:00-13:00,10:00-13:00,54.2446,-8.720407,6202B
Sligo,Pearse Road,Co. Sligo,(071) 9157000,24-Jul,,,,,24-Jul,24-Jul,54.269256,-8.471265,6200F
Tubbercurry,Teeling Street,Co. Sligo,(071) 9185002,10:00-13:00,,,,,10:00-13:00,10:00-13:00,54.051574,-8.734268,6271E
Ardfinnan,Barrack Street,Co. Tipperary,(052) 7466203,10:00-13:00 or 14:00-17:00 or 18:00-21:00,,,,,10:00-13:00 or 14:00-17:00 or 18:00-21:00,10:00-13:00 or 14:00-17:00 or 18:00-21:00,52.31183,-7.878311,3701L
Ballingarry North,Ballingarry,Co. Tipperary,(069) 68103,Contact Borrisokane station,,,,,,,53.018366,-8.030464,3771M
Ballingarry South,Ballingarry,Co. Tipperary,(069) 68103,16:00-17:00,,,,,16:00-17:00,closed,52.586041,-7.541163,3601C
Ballyporeen,Lower Main Street,Co. Tipperary,(052) 7467102,10:00-13:00 or 14:00-17:00 or 18:00-21:00,,,,,10:00-13:00 or 14:00-17:00 or 18:00-21:00,10:00-13:00 or 14:00-17:00 or 18:00-21:00,52.270205,-8.097746,3702H
Bansha,Barrack Street,Co. Tipperary,(062) 54141,10:00-13:00 or 14:00-16:00 or 19:00-21:00,,,,,10:00-13:00 or 14:00-16:00,10:00-13:00,52.449254,-8.065584,3875L
Borrisokane,Main Street,Co. Tipperary,(067) 27101,10:00-13:00,,,,,10:00-13:00,Closed,52.997118,-8.127013,3772K
Borrisoleigh,Lower Main Street,Co. Tipperary,(0504) 51295,10:00-11:00 or 14:00-15:00,,,,,10:00-13:00 or 14:00-15:00,10:00-13:00,52.75149,-7.955371,3805K
Cahir,Townspark,Co. Tipperary,(052) 7445630,24-Jul,,,,,24-Jul,24-Jul,52.375972,-7.920298,3700A
Cappawhite,Church Street,Co. Tipperary,(062) 75202,10:00-13:00 or 14:00-16:00 or 19:00-21:00,,,,,10:00-13:00 or 14:00-16:00,10:00-13:00,52.583158,-8.164835,3874A
Carrick-on-Suir,Greenside South,Co. Tipperary,(051) 642040,"09:00-13:00, 14:00-18:00, 19:00-22:00",,,,,"09:00-13:00, 14:00-18:00, 19:00-22:00","09:00-13:00, 14:00-18:00, 19:00-22:00",52.348154,-7.409894,3675G
Cashel,Commandant P J Hogan Square,Co. Tipperary,(062) 75840,09:00-17:00,,,,,09:00-17:00,09:00-17:00,52.516336,-7.890302,3704D
Clogheen,Lower Main Street,Co. Tipperary,(052) 7465204,10:00-13:00 or 14:00-17:00 or 18:00-21:00,,,,,10:00-13:00 or 14:00-17:00 or 18:00-21:00,10:00-13:00 or 14:00-17:00 or 18:00-21:00,52.276899,-7.995338,3705B
Clonmel,Emmet Street,Co. Tipperary,(052) 6177640,24-Jul,,,,,24-Jul,24-Jul,52.354092,-7.699937,3670F
Cloughjordan,Church Road,Co. Tipperary,(0505) 42122,10:30-11:30,,,,,10:30-11:30,Closed,52.941967,-8.039714,3773G
Dolla,Dolla,Co. Tipperary,(067) 25250,14:00-15:00,,,,,14:00-15:00,Closed,52.797134,-8.192115,3774E
Emly,Emly,Co. Tipperary,(062) 57157,10:00-13:00 or 14:00-16:00 or 19:00-21:00,,,,,10:00-13:00 or 14:00-16:00,14:00-16:00,52.465127,-8.354184,3872E
Fethard,Main Street,Co. Tipperary,(052) 6131202,10:00-13:00 or 14:00-17:00,,,,,10:00-13:00 or 14:00-17:00,10:00-13:00 or 14:00-15:00,52.466397,-7.694428,3674K
Golden,Persses - Lot,Co. Tipperary,(062) 72100,10:00-13:00 or 14:00-16:00 or 19:00-21:00,,,,,10:00-13:00 or 14:00-16:00,10:00-13:00,52.496771,-7.984693,3873C
Holycross,Holycross,Co. Tipperary,(0504) 43222,Varies,,,,,Varies,Varies,52.642571,-7.872911,3602A
Killenaule,River Street,Co. Tipperary,(052) 9156202,Varies,,,,,Varies,Varies,52.568519,-7.672826,3603L
Kilsheelan,Kilsheelan Village,Co. Tipperary,(052) 6133160,10:00-13:00 or 14:00-17:00,,,,,10:00-13:00 or 14:00-17:00,10:00-13:00 or 14:00-17:00,52.361522,-7.579801,3671D
Littleton,Slievenamon Road,Co. Tipperary,(0504) 44395,Varies,,,,,Varies,Varies,52.640702,-7.734927,3607B
Lorrha,Lorrha,Co. Tipperary,(090) 9747002,15:00-16:30,,,,,15:00-16:30,Closed,53.09366,-8.122077,2608E
Moneygall,Moneygall,Co. Offaly,(0505) 45202,10:00-11:00 or 14:00-15:00,,,,,10:00-13:00 or 14:00-15:00,10:00-13:00,52.881293,-7.95344,3807E
Moyne,Moynetemple,Co. Tipperary,(0504) 45125,10:00-11:00 or 14:00-15:00,,,,,10:00-13:00 or 14:00-15:00,Closed,52.734272,-7.714104,3803B
Mullinahone,Carrick Street,Co. Tipperary,(052) 6153100,10:00-13:00 or 14:00-17:00,,,,,10:00-13:00 or 14:00-17:00,10:00-13:00 or 14:00-17:00,52.510156,-7.505575,3672B
Nenagh,Banba Square,Co. Tipperary,(067) 50450,24-Jul,,,,,24-Jul,24-Jul,52.864279,-8.199582,3770B
Newport,Jail Street,Co. Tipperary,(061) 378102,"09:30-10:30, 20:00-21:00",,,,,"09:30-10:30, 20:00-21:00",Closed,52.70962,-8.407173,5132B
Portroe,Portroe,Co. Tipperary,(067) 23255,15:30-16:30,,,,,15:30-16:30,Closed,52.881904,-8.353676,3775C
Roscrea,Main Street,Co. Tipperary,(0505) 21700,24-Jul,,,,,24-Jul,24-Jul,52.956163,-7.798782,3802D
Shevry,Shevry,Co. Tipperary,(0504) 54102,10:00-11:00 or 14:00-15:00,,,,,10:00-13:00 or 14:00-15:00,10:00-13:00,52.686935,-8.04713,3806G
Templederry,Templederry,Co. Tipperary,(0504) 52202,10:00-11:00 or 14:00-15:00,,,,,10:00-13:00 or 14:00-15:00,Closed,52.774143,-8.07501,3804M
Templemore,Main Street,Co. Tipperary,(0504) 32630,24-Jul,,,,,24-Jul,24-Jul,52.796632,-7.835087,3800H
Templetuohy,Lisdalleen,Co. Tipperary,(0504) 53202,10:00-11:00 or 14:00-15:00,,,,,10:00-13:00 or 14:00-15:00,Closed,52.790294,-7.720095,3801F
Thurles,Slievenamon Road,Co. Tipperary,(0504) 25100,24-Jul,,,,,24-Jul,24-Jul,52.675712,-7.8119,3600E
Tipperary,Saint Michael's Road,Co. Tipperary,(062) 80670,24-Jul,,,,,24-Jul,24-Jul,52.476051,-8.162901,3870K
Toomevara,Main Street,Co. Tipperary,(067) 26002,10:00-11:00,,,,,10:00-11:00,Closed,52.849684,-8.036502,3776A
Aglish,Aglish,Co. Waterford,(024) 96122,10:00-13:00,,,,,10:00-13:00,12:00-13:00,52.07159,-7.822039,3375H
Ring,An Rinn,Co. Waterford,(058) 46111,10:00-13:00,,,,,10:00-13:00,12:00-13:00,52.048379,-7.593043,3376F
Ardmore,College Road,Co. Waterford,(024) 94222,10:00-13:00,,,,,10:00-13:00,12:00-13:00,51.95102,-7.728211,4206D
Ballymacarberry,Curtiswood,Co. Waterford,(052) 36100,10:00-13:00,,,,,10:00-13:00,12:00-13:30,52.267228,-7.717707,3374L
Cappoquin,Barrack Street,Co. Waterford,(058) 54244,10:00-13:00,,,,,10:00-13:00,12:00-13:00,52.145886,-7.845723,3371E
Dungarvan,Youghal Road,Co. Waterford,(058) 48600,24-Jul,,,,,24-Jul,24-Jul,52.087691,-7.624475,3370G
Dunmore East,Dock Road,Co. Waterford,(051) 383112,10:00-13:00,,,,,10:00-13:00,12:00-13:00,52.14839,-6.99287,3301D
Ferrybank,122 Rockenham,Co. Waterford,(051) 832570,10:00-13:00,,,,,10:00-13:00,12:00-13:00,52.267457,-7.101039,3302B
Kill,Kilbarrymeaden,Co. Waterford,(051) 292211,Varies,,,,,Varies,Varies,52.177324,-7.335097,3401M
Kilmacthomas,Kilmacthomas,Co. Waterford,(051) 294124,10:00-13:00,,,,,10:00-13:00,12:00-13:00,52.206191,-7.421334,3402K
Kilmeaden,Kilmeaden,Co. Waterford,(051) 384105,10:00-13:00,,,,,10:00-13:00,12:00-13:00,52.246247,-7.245047,3403G
Leamybrien,Lemybrien,Co. Waterford,(051) 291182,10:00-13:00 If member is working,,,,,10:00-13:00 If member is working,12:30-13:00,52.169328,-7.521634,3406A
Lismore,West Street,Co. Waterford,(058) 54222,10:00-13:00,,,,,10:00-13:00,12:00-13:00,52.136673,-7.935513,3377D
Passage East,Barrack Street,Co. Waterford,(051) 382211,10:00-13:00,,,,,10:00-13:00,12:00-13:00,52.23918,-6.972809,3303M
Portlaw,Main Street,Co. Waterford,(051) 387105,10:00-13:00,,,,,10:00-13:00,12:00-13:00,52.286264,-7.317612,3404E
Rathgormack,Rathgormack,Co. Waterford,(051) 646002,10:00-13:00,,,,,10:00-13:00,12:00-13:00,52.307456,-7.50377,3405C
Tallow,West Street,Co. Waterford,(058) 56222,10:00-13:00,,,,,10:00-13:00,12:00-13:00,52.093703,-8.007298,3372C
Tramore,Off Market Street,Co. Waterford,(051) 391620,24-Jul,,,,,24-Jul,24-Jul,52.161475,-7.153412,3400B
Waterford,Patrick Street,Co. Waterford,(051) 305300,24-Jul,,,,,24-Jul,24-Jul,52.260269,-7.115254,3300F
Athlone,Barrack Street,Co. Westmeath,(090) 6492600,24-Jul,,,,,24-Jul,24-Jul,53.423248,-7.944738,2370A
Ballymore,High Street,Co. Westmeath,(044) 9356222,Varies,,,,,Varies,Varies,53.491082,-7.681731,2372H
Ballynacargy,Ballynacarrigy,Co. Westmeath,(044) 9373122,Varies,,,,,Varies,Varies,53.586311,-7.534945,2474M
Castlepollard,Dublin Road,Co. Westmeath,(044) 9661112,Varies,,,,,Varies,Varies,53.678482,-7.296635,2475K
Delvin,Castletown,Co. Westmeath,(044) 9664193,Varies,,,,,Varies,Varies,53.614455,-7.090084,2305A
Glassan,Glasson,Co. Westmeath,(090) 6485102,Varies,,,,,Varies,Varies,53.471354,-7.864255,2373F
Kilbeggan,Lower Main Street,Co. Westmeath,(057) 9332102,Varies,,,,,Varies,Varies,53.368544,-7.499184,2374D
Killucan,Killucan,Co. Westmeath,(044) 9374112,Varies,,,,,Varies,Varies,53.514714,-7.13967,2301K
Kinnegad,Kinnegad,Co. Westmeath,(044) 9375112,Varies,,,,,Varies,Varies,53.455927,-7.102805,2302G
Moate,Athlone Road,Co. Westmeath,(090) 6481106,Varies,,,,,Varies,Varies,53.395738,-7.734526,2375B
Mullingar,College Road,Co. Westmeath,(044) 9384000,24-Jul,,,,,24-Jul,24-Jul,53.525701,-7.345952,2300M
Multyfarnham,Multyfarnham,Co. Westmeath,(044) 9371112,Varies,,,,,Varies,Varies,53.624231,-7.392333,2476G
Rochfortbridge,Rochfortbridge,Co. Westmeath,(044) 9222102,Varies,,,,,Varies,Varies,53.413283,-7.301832,2303E
Ballycullane,Ballycullane,Co. Wexford,(051) 562121,10:00-13:00,,,,,Closed,Closed,52.278869,-6.839211,3171B
Blackwater,Inch,Co. Wexford,(053) 9129142,14:00-16:00,,,,,14:00-16:00,14:00-16:00,52.445411,-6.348826,3101A
Bunclody,Carrickduff,Co. Carlow,(053) 9377102,"10:00-13:00, 18:00-19:00",,,,,"10:00-13:00, 18:00-19:00","10:00-12:00, 18:00-19:00",52.656758,-6.662477,3071F
Campile,Ballyvelig,Co. Wexford,(051) 388103,10:00-13:00,,,,,Closed,Closed,52.287783,-6.939622,3176C
Carrickbyrne,Foulksmills,Co. Wexford,(053) 9240542,10:00-13:00,,,,,11:00-12:00,Closed,52.362377,-6.759713,3175E
Carrick-on-Bannow,Danescastle,Co. Wexford,(051) 561122,10:00-13:00,,,,,10:00-13:00,Closed,52.238145,-6.734023,3172M
Castlebridge,Ballyboggan Lower,Co. Wexford,(053) 9159221,10:00-18:00 or 18:00-02:00,,,,,10:00-18:00 or 18:00-02:00,10:00-18:00 or 18:00-02:00,52.384712,-6.452561,3003A
Clonroche,Clonroche,Co. Wexford,(053) 9244102,14:00-15:00,,,,,14:00-15:00,Closed,52.450375,-6.715873,3106B
Courtown Harbour,Ballintra Lower,Co. Wexford,(053) 9425102,10:00-13:00,,,,,10:00-13:00,10:00-13:00,52.644257,-6.230528,3072D
Duncannon,Duncannon,Co. Wexford,(051) 389102,"Mon, Wed-Fri 09:00-17:00, Tue 19:00-21:00",,,,,10:00-13:00,10:00-14:00,52.221401,-6.929776,3173K
Enniscorthy,Lymington Road,Co. Wexford,(053) 9233534,24-Jul,,,,,24-Jul,24-Jul,52.500739,-6.570682,3100C
Ferns,Main Street,Co. Wexford,(053) 9366104,10:00-11:00,,,,,10:00-11:00,Closed,52.590995,-6.497766,3102L
Glynn,Glynn,Co. Wexford,(053) 9128142,10:00-18:00 or 18:00-02:00,,,,,10:00-18:00 or 18:00-02:00,10:00-18:00 or 18:00-02:00,52.372768,-6.582891,3005H
Gorey,Main Street,Co. Wexford,(053) 9421222,24-Jul,,,,,24-Jul,24-Jul,52.675046,-6.29727,3070H
Kilmore Quay,The Beake,Co. Wexford,(053) 9129642,10:00-18:00 or 18:00-02:00,,,,,10:00-18:00 or 18:00-02:00,10:00-18:00 or 18:00-02:00,52.178668,-6.58373,3004L
New Ross,Marshmeadows,Co. Wexford,(051) 426030,24-Jul,,,,,24-Jul,24-Jul,52.387564,-6.9508,3170D
Oulart,Oulart,Co. Wexford,(053) 9136102,16:30-17:30,,,,,16:30-17:30,Closed,52.503337,-6.391333,3105D
Oylegate,The Oil,Co. Wexford,(053) 9138132,10:00-11:00,,,,,10:00-11:00,Closed,52.424081,-6.529615,3104F
Rosslare Strand,Walsheslough,Co. Wexford,(053) 9132103,10:00-18:00 or 18:00-2:00,,,,,10:00-18:00 or 18:00-2:00,10:00-18:00 or 18:00-2:00,52.269656,-6.384849,3006F
Rosslare Strand,Walsheslough,Co. Wexford,(053) 9132103,10:00-18:00 or 18:00-2:00,,,,,10:00-18:00 or 18:00-2:00,10:00-18:00 or 18:00-2:00,52.269656,-6.384849,3006F
Taghmon,Taghmon,Co. Wexford,(053) 9134102,10:00-18:00 or 18:00-02:00,,,,,10:00-18:00 or 18:00-02:00,10:00-18:00 or 18:00-02:00,52.322031,-6.651727,3001E
Wexford,Mulgannon,Co. Wexford,(053) 9165200,24-Jul,,,,,24-Jul,24-Jul,52.335547,-6.461997,3000G
Arklow,Abbey Street,Co. Wicklow,(0402) 32304,24-Jul,,,,,24-Jul,24-Jul,52.796281,-6.154628,3073B
Ashford,Ballinahinch,Co. Wicklow,(0404) 40212,10:00-13:00,,,,,Varies,,53.013445,-6.108274,3201H
Aughrim,Main Street,Co. Wicklow,(0402) 36142,10:00-13:00,,,,,Varies,,52.856031,-6.32684,3207G
Avoca,Main Street,Co. Wicklow,(0402) 35102,10:00-13:00,,,,,Varies,,52.858789,-6.212905,3205M
Baltinglass,Edward Street,Co. Wicklow,(059) 6482610,24-Jul,,,,,24-Jul,24-Jul,52.938986,-6.709772,2900K
Blessington,Main Street,Co. Wicklow,(045) 857620,"10:00-13:00, 19:00-22:00",,,,,"10:00-13:00, 19:00-22:00",,53.170266,-6.533734,2901G
Bray,Convent Avenue,Co. Wicklow,(01) 6665300,24-Jul,,,,,24-Jul,24-Jul,53.198679,-6.100595,1930E
Carnew,Gorey Road,Co. Wicklow,(053) 9426102,10:00-13:00,,,,,Varies,,52.710507,-6.491768,3074M
Dunlavin,Market Square,Co. Wicklow,(045) 401211,15:00-17:00,,,,,Varies,,53.058777,-6.701071,2902E
Enniskerry,Church Hill,Co. Wicklow,(01) 6665750,10:00-13:00,,,,,Varies,,53.191343,-6.169531,1931C
Greystones,Marine Terrace,Co. Wicklow,(01) 6665800,24-Jul,,,,,24-Jul,24-Jul,53.147964,-6.063164,1933L
Newtownmountkennedy,Dublin Road,Co. Wicklow,(01) 2819222,"09:00-13:00, 15:00-17:00",,,,,Varies,,53.096895,-6.10944,3203D
Rathdrum,Rathdrum,Co. Wicklow,(0404) 46206,"10:00-13:00, 17:00-19:00",,,,,"10:00-13:00, 17:00-19:00",,52.930996,-6.226505,3202F
Roundwood,Main Street,Co. Wicklow,(01) 2818142,10:00-13:00,,,,,Varies,,53.063047,-6.224677,3206K
Shilleagh,Main Street,Co. Wicklow,(055) 29102,11:00-13:00,,,,,Varies,,52.754565,-6.537507,2905L
Tinahely,Shillelagh Road,Co. Wicklow,(0402) 38102,15:00-17:00,,,,,Varies,,52.796724,-6.469283,2906H
Wicklow,Bachelor's Walk,Co. Wicklow,(0404) 60140,24-Jul,,,,,24-Jul,24-Jul,52.981435,-6.042638,3200L
